payment_fact_key,customer_key,film_key,store_key,staff_key,date_key,payment_amount,payment_count
56191,312,591,2,21,20161112,12.6,1
56192,502,78,1,76,20161115,78.5,1
56193,362,918,2,79,20161116,32.1,1
56194,348,486,1,126,20161116,94.5,1
56195,293,987,1,14,20161117,53.1,1
56196,60,30,1,18,20161116,32.9,1
56197,214,846,2,125,20161115,41.6,1
56198,188,892,2,67,20161115,2.4,1
56199,19,31,1,14,20161114,44.9,1
56200,125,157,2,6,20161113,57.0,1
56201,553,89,1,1,20161116,11.1,1
56202,56,220,1,73,20161113,19.7,1
56203,177,527,2,68,20161113,58.7,1
56204,215,481,1,75,20161117,26.9,1
56205,32,889,1,1,20161114,10.7,1
56206,405,30,1,15,20161114,31.6,1
56207,242,191,1,19,20161117,49.3,1
56208,66,818,1,14,20161116,29.0,1
56209,475,582,2,79,20161115,82.4,1
56210,493,139,1,63,20161116,95.0,1
56211,528,519,2,3,20161118,54.3,1
56212,40,494,1,62,20161115,24.0,1
56213,263,199,1,74,20161115,80.0,1
56214,290,673,1,75,20161115,37.6,1
56215,27,859,1,15,20161117,84.1,1
56216,473,445,2,2,20161118,24.6,1
56217,54,384,2,78,20161115,59.1,1
56218,335,393,1,65,20161117,12.2,1
56219,548,759,2,77,20161118,85.0,1
56220,402,850,1,6,20161117,52.4,1
56221,242,334,2,123,20161116,25.6,1
56222,170,488,1,80,20161116,64.7,1
56223,349,973,1,17,20161118,25.1,1
56224,188,780,2,73,20161117,91.2,1
56225,488,740,2,81,20161116,97.6,1
56226,399,646,2,75,20161118,62.5,1
56227,176,639,2,19,20161120,32.3,1
56228,261,314,1,63,20161117,35.3,1
56229,361,482,1,19,20161117,68.1,1
56230,228,823,1,16,20161118,72.3,1
56231,275,828,2,65,20161118,25.9,1
56232,306,571,2,76,20161120,50.6,1
56233,459,454,1,75,20161119,28.9,1
56234,229,168,1,10,20161119,83.3,1
56235,273,345,2,15,20161122,54.9,1
56236,560,494,2,75,20161123,52.7,1
56237,422,553,2,17,20161123,40.0,1
56238,530,429,2,76,20161120,73.0,1
56239,580,239,1,6,20161119,79.9,1
56240,457,947,1,7,20161124,44.4,1
56241,84,451,1,115,20161124,5.1,1
56242,7,44,1,122,20161122,81.9,1
56243,570,658,2,2,20161121,93.2,1
56244,544,95,2,74,20161123,29.2,1
56245,402,61,1,12,20161122,53.5,1
56246,70,61,1,20,20161121,52.3,1
56247,575,938,2,62,20161123,9.0,1
56248,315,714,2,3,20161122,59.5,1
56249,19,86,1,15,20161120,76.0,1
56250,459,575,2,1,20161123,5.3,1
56251,428,764,1,12,20161121,42.1,1
56252,61,406,1,19,20161121,67.6,1
56253,407,394,1,125,20161123,51.4,1
56254,108,52,2,6,20161125,97.3,1
56255,544,887,2,74,20161121,88.5,1
56256,72,849,1,67,20161121,35.4,1
56257,447,444,2,119,20161121,57.3,1
56258,309,602,1,113,20161125,50.5,1
56259,317,994,1,70,20161123,81.5,1
56260,152,227,1,69,20161123,11.8,1
56261,114,638,1,81,20161123,78.6,1
56262,39,781,2,21,20161122,16.1,1
56263,38,813,2,71,20161126,7.6,1
56264,298,958,1,73,20161126,6.5,1
56265,521,328,2,67,20161126,53.9,1
56266,354,753,1,74,20161125,6.9,1
56267,506,475,2,19,20161123,47.7,1
56268,383,183,2,13,20161125,32.2,1
56269,462,526,2,12,20161127,94.6,1
56270,538,946,2,119,20161126,2.5,1
56271,98,993,2,75,20161127,80.2,1
56272,79,245,1,62,20161127,26.2,1
56273,209,870,1,19,20161127,41.6,1
56274,1,100,1,81,20161127,99.1,1
56275,375,72,2,121,20161128,25.5,1
56276,15,946,2,77,20161125,52.1,1
56277,285,60,1,8,20161129,30.2,1
56278,301,706,2,69,20161126,85.8,1
56279,349,411,1,78,20161128,55.3,1
56280,144,209,1,5,20161130,89.4,1
56281,277,422,2,81,20161129,3.4,1
56282,260,597,2,74,20161128,84.4,1
56283,35,335,1,2,20161201,22.9,1
56284,519,674,1,21,20161128,48.0,1
56285,421,133,2,69,20161201,76.9,1
56286,142,551,1,20,20161127,46.0,1
56287,19,968,1,7,20161128,49.2,1
56288,276,184,1,2,20161201,86.7,1
56289,555,78,1,77,20161127,42.1,1
56290,315,901,2,78,20161201,43.6,1
56291,243,106,1,10,20161129,10.5,1
56292,486,898,1,7,20161129,82.7,1
56293,19,56,1,15,20161130,99.6,1
56294,126,617,1,5,20161127,15.3,1
56295,404,453,1,14,20161130,82.2,1
56296,388,205,1,3,20161127,66.6,1
56297,588,832,1,79,20161127,77.9,1
56298,192,252,1,79,20161130,22.1,1
56299,391,771,2,79,20161128,26.1,1
56300,588,655,2,12,20161129,97.1,1
56301,65,234,1,19,20161127,7.4,1
56302,440,44,1,118,20161127,59.1,1
56303,201,976,2,78,20161130,64.8,1
56304,218,147,1,121,20161130,68.5,1
56305,46,893,1,15,20161202,75.6,1
56306,21,679,2,72,20161128,9.4,1
56307,86,641,1,113,20161130,45.3,1
56308,380,656,2,15,20161202,66.5,1
56309,360,383,1,15,20161201,62.3,1
56310,153,307,2,10,20161130,58.8,1
56311,424,178,1,123,20161202,63.7,1
56312,363,199,2,1,20161128,33.7,1
56313,444,707,2,15,20161129,13.8,1
56314,527,941,2,12,20161201,74.5,1
56315,521,103,2,71,20161129,52.8,1
56316,68,670,1,74,20161201,62.6,1
56317,422,237,1,6,20161201,84.9,1
56318,262,416,2,10,20161128,78.6,1
56319,255,764,1,63,20161128,10.2,1
56320,429,270,2,10,20161201,6.5,1
56321,559,3,2,5,20161129,47.2,1
56322,131,706,1,3,20161202,75.1,1
56323,300,243,2,13,20161130,78.4,1
56324,350,277,1,16,20161201,25.6,1
56325,400,9,1,5,20161203,76.4,1
56326,364,446,2,5,20161202,55.0,1
56327,529,77,2,75,20161202,64.8,1
56328,522,292,1,6,20161202,82.1,1
56329,65,820,2,5,20161203,48.1,1
56330,181,341,1,13,20161129,6.7,1
56331,73,715,1,19,20161129,99.2,1
56332,512,649,1,14,20161129,16.6,1
56333,373,121,1,70,20161204,88.5,1
56334,438,728,2,6,20161201,90.5,1
56335,292,6,1,79,20161204,47.8,1
56336,325,31,2,5,20161204,13.8,1
56337,557,989,1,63,20161203,52.7,1
56338,530,639,2,121,20161202,29.2,1
56339,437,364,1,71,20161201,49.9,1
56340,235,715,1,7,20161203,68.1,1
56341,259,616,2,21,20161202,72.6,1
56342,145,68,1,19,20161204,87.4,1
56343,450,525,1,66,20161201,95.7,1
56344,14,141,1,122,20161205,86.5,1
56345,595,152,1,76,20161203,18.0,1
56346,63,811,1,2,20161204,32.2,1
56347,208,99,2,71,20161205,30.0,1
56348,337,232,2,63,20161202,85.4,1
56349,326,907,1,14,20161204,50.3,1
56350,261,806,2,18,20161203,31.1,1
56351,452,786,1,71,20161202,70.2,1
56352,11,95,1,75,20161202,97.1,1
56353,134,557,1,63,20161202,72.3,1
56354,238,757,1,16,20161206,75.3,1
56355,483,513,2,69,20161207,9.1,1
56356,103,436,2,79,20161205,15.1,1
56357,225,536,2,119,20161207,41.0,1
56358,7,44,1,69,20161203,12.8,1
56359,178,624,2,79,20161206,13.2,1
56360,162,932,2,15,20161207,9.6,1
56361,212,705,1,119,20161203,73.9,1
56362,457,286,1,116,20161206,72.2,1
56363,322,433,1,122,20161206,70.4,1
56364,542,46,2,13,20161207,33.0,1
56365,303,935,2,63,20161206,38.9,1
56366,346,687,2,114,20161208,79.8,1
56367,579,393,1,1,20161204,72.1,1
56368,158,189,2,65,20161205,71.7,1
56369,355,31,1,18,20161208,91.8,1
56370,409,227,1,64,20161207,40.5,1
56371,33,941,1,124,20161207,43.1,1
56372,318,686,1,68,20161207,91.9,1
56373,264,800,2,6,20161204,31.7,1
56374,194,450,2,5,20161206,14.6,1
56375,555,361,1,11,20161207,16.7,1
56376,397,301,1,79,20161206,56.5,1
56377,18,436,2,62,20161204,23.7,1
56378,465,448,1,62,20161205,16.0,1
56379,60,748,2,66,20161204,19.9,1
56380,333,828,2,68,20161207,43.4,1
56381,246,586,1,1,20161206,8.3,1
56382,532,57,2,62,20161208,13.4,1
56383,574,912,2,17,20161204,67.6,1
56384,398,598,1,12,20161205,4.8,1
56385,489,351,1,78,20161206,40.3,1
56386,150,483,1,62,20161209,31.2,1
56387,54,396,2,17,20161208,95.8,1
56388,318,797,1,65,20161206,68.1,1
56389,4,199,2,20,20161208,96.2,1
56390,147,624,1,118,20161205,29.4,1
56391,181,637,2,70,20161207,23.7,1
56392,143,55,1,113,20161206,60.2,1
56393,404,663,1,69,20161205,26.0,1
56394,63,336,1,74,20161206,50.1,1
56395,47,920,1,3,20161206,95.6,1
56396,243,62,2,13,20161207,19.3,1
56397,365,725,1,122,20161206,80.9,1
56398,291,439,1,16,20161209,57.6,1
56399,435,772,2,2,20161208,53.2,1
56400,459,376,2,78,20161205,74.0,1
56401,261,923,2,78,20161208,19.4,1
56402,540,691,2,126,20161205,36.8,1
56403,288,679,2,125,20161205,37.5,1
56404,207,711,2,72,20161206,13.7,1
56405,266,929,1,76,20161206,14.4,1
56406,128,258,2,114,20161209,86.9,1
56407,534,817,1,74,20161209,37.1,1
56408,208,157,2,1,20161206,42.1,1
56409,2,624,2,8,20161208,68.2,1
56410,16,444,1,6,20161206,91.3,1
56411,324,725,2,118,20161207,82.2,1
56412,499,463,1,10,20161207,56.3,1
56413,299,64,2,62,20161207,97.4,1
56414,21,405,2,8,20161207,11.6,1
56415,288,769,2,3,20161209,23.9,1
56416,376,471,1,76,20161210,18.7,1
56417,217,800,1,6,20161208,29.9,1
56418,228,295,2,62,20161209,24.9,1
56419,491,957,1,122,20161212,75.8,1
56420,509,378,2,2,20161211,79.5,1
56421,181,23,1,68,20161209,32.6,1
56422,546,274,1,16,20161209,31.6,1
56423,67,710,1,68,20161212,7.7,1
56424,105,269,2,79,20161212,63.3,1
56425,564,37,2,8,20161210,15.5,1
56426,259,96,1,113,20161209,89.7,1
56427,586,50,1,78,20161211,88.7,1
56428,178,720,2,77,20161210,52.8,1
56429,541,963,1,73,20161211,65.9,1
56430,558,684,2,2,20161213,32.9,1
56431,337,264,2,65,20161210,96.8,1
56432,150,116,1,119,20161212,13.5,1
56433,363,459,2,79,20161210,98.1,1
56434,191,378,1,7,20161212,68.6,1
56435,137,327,1,7,20161210,35.8,1
56436,253,724,2,69,20161210,41.9,1
56437,346,262,2,71,20161214,71.3,1
56438,135,397,2,76,20161212,75.9,1
56439,584,73,2,14,20161211,95.1,1
56440,59,734,2,11,20161213,32.6,1
56441,319,61,2,5,20161212,78.7,1
56442,574,746,2,66,20161214,80.7,1
56443,260,53,1,122,20161211,85.6,1
56444,257,491,1,78,20161213,76.0,1
56445,240,347,1,66,20161212,75.1,1
56446,391,756,2,79,20161213,70.0,1
56447,577,212,2,78,20161212,4.1,1
56448,477,468,1,122,20161215,76.9,1
56449,396,202,1,5,20161215,74.9,1
56450,20,559,2,117,20161214,34.1,1
56451,470,19,1,63,20161214,33.1,1
56452,193,56,2,121,20161215,97.7,1
56453,252,573,1,12,20161211,14.3,1
56454,155,160,2,117,20161212,50.9,1
56455,318,491,2,64,20161213,43.5,1
56456,43,953,1,5,20161216,18.6,1
56457,124,918,2,16,20161213,56.9,1
56458,1,3,2,17,20161213,27.4,1
56459,52,882,1,5,20161212,19.3,1
56460,388,160,1,9,20161215,42.3,1
56461,116,446,2,75,20161214,81.8,1
56462,235,524,2,20,20161214,70.4,1
56463,286,76,1,12,20161213,53.3,1
56464,209,835,2,115,20161214,96.5,1
56465,228,499,1,76,20161216,78.5,1
56466,244,213,1,74,20161216,9.5,1
56467,139,647,1,78,20161216,88.3,1
56468,207,735,2,10,20161212,57.4,1
56469,367,216,1,2,20161214,19.3,1
56470,223,500,2,13,20161216,42.0,1
56471,380,254,1,20,20161216,20.5,1
56472,404,621,1,15,20161212,78.9,1
56473,279,841,1,123,20161215,21.7,1
56474,72,269,2,74,20161213,3.0,1
56475,444,691,1,113,20161213,3.2,1
56476,145,958,1,70,20161212,94.6,1
56477,502,409,1,120,20161215,46.6,1
56478,488,750,1,73,20161214,60.7,1
56479,31,216,1,117,20161214,93.8,1
56480,361,833,2,126,20161215,60.9,1
56481,259,240,2,73,20161216,98.9,1
56482,534,847,2,21,20161215,14.7,1
56483,298,908,1,20,20161214,8.7,1
56484,292,473,1,78,20161215,77.6,1
56485,538,744,2,67,20161216,10.4,1
56486,233,45,1,77,20161216,34.3,1
56487,534,602,2,121,20161214,92.4,1
56488,478,589,2,63,20161214,36.4,1
56489,400,261,1,73,20161214,35.1,1
56490,223,219,1,68,20161218,64.8,1
56491,536,715,1,17,20161218,19.1,1
56492,185,276,1,121,20161217,50.2,1
56493,580,424,1,20,20161217,9.9,1
56494,595,852,1,78,20161216,35.6,1
56495,523,291,1,68,20161216,27.4,1
56496,316,649,2,17,20161215,47.7,1
56497,19,263,2,119,20161216,5.2,1
56498,358,303,2,76,20161219,78.9,1
56499,505,508,2,116,20161219,50.1,1
56500,60,536,1,10,20161217,53.9,1
56501,368,313,1,11,20161216,70.8,1
56502,450,424,2,69,20161220,62.6,1
56503,541,151,2,75,20161218,13.3,1
56504,343,869,2,4,20161218,61.4,1
56505,104,514,2,7,20161217,91.2,1
56506,174,633,2,76,20161220,29.9,1
56507,360,814,1,9,20161219,7.1,1
56508,198,304,1,17,20161220,48.1,1
56509,192,850,2,72,20161216,53.1,1
56510,334,164,2,1,20161220,13.0,1
56511,363,549,1,71,20161220,54.7,1
56512,381,643,2,81,20161219,1.3,1
56513,369,335,1,75,20161220,89.2,1
56514,465,751,2,20,20161221,83.8,1
56515,368,15,1,14,20161218,33.1,1
56516,537,842,2,3,20161217,39.9,1
56517,387,448,2,2,20161219,67.7,1
56518,291,649,1,2,20161222,19.3,1
56519,95,23,1,75,20161220,5.1,1
56520,497,396,2,75,20161220,34.6,1
56521,3,798,1,15,20161220,10.3,1
56522,479,606,1,66,20161220,71.7,1
56523,287,791,2,118,20161219,7.2,1
56524,435,807,1,75,20161219,20.4,1
56525,77,206,1,116,20161222,75.7,1
56526,581,734,2,8,20161222,6.6,1
56527,196,847,2,21,20161220,61.3,1
56528,578,964,2,7,20161218,90.6,1
56529,280,350,2,17,20161219,66.2,1
56530,3,37,1,76,20161221,75.7,1
56531,109,383,2,10,20161221,43.1,1
56532,495,180,2,6,20161218,17.4,1
56533,554,893,2,3,20161222,40.4,1
56534,597,995,1,119,20161218,45.7,1
56535,19,208,1,13,20161223,36.3,1
56536,50,78,1,79,20161219,8.6,1
56537,419,603,1,67,20161220,44.7,1
56538,329,530,1,79,20161220,8.1,1
56539,133,166,1,63,20161222,50.4,1
56540,148,9,1,119,20161219,27.4,1
56541,245,586,1,77,20161222,9.6,1
56542,590,892,2,63,20161221,51.8,1
56543,500,259,1,70,20161221,43.7,1
56544,419,871,2,7,20161222,80.8,1
56545,61,170,2,123,20161220,40.3,1
56546,225,976,2,78,20161223,61.0,1
56547,150,563,2,6,20161220,4.6,1
56548,513,339,2,73,20161220,1.5,1
56549,227,240,2,11,20161222,68.6,1
56550,272,959,1,121,20161221,76.8,1
56551,176,969,1,78,20161221,25.7,1
56552,154,210,2,68,20161219,59.1,1
56553,279,142,1,16,20161219,62.2,1
56554,66,980,2,76,20161223,80.9,1
56555,558,562,1,10,20161223,83.9,1
56556,584,252,1,5,20161221,61.5,1
56557,92,579,1,63,20161220,61.5,1
56558,383,804,1,74,20161222,51.2,1
56559,249,721,1,2,20161220,94.9,1
56560,460,347,1,122,20161220,97.5,1
56561,296,913,2,10,20161221,82.7,1
56562,125,120,1,69,20161222,57.0,1
56563,279,391,2,16,20161222,20.9,1
56564,79,786,2,21,20161222,62.0,1
56565,577,623,2,72,20161221,60.8,1
56566,354,987,1,73,20161223,34.3,1
56567,243,12,2,8,20161224,9.4,1
56568,8,443,1,122,20161225,13.0,1
56569,29,180,2,1,20161222,24.4,1
56570,206,249,1,14,20161225,44.7,1
56571,402,142,2,74,20161222,72.7,1
56572,23,321,1,64,20161225,13.2,1
56573,177,732,1,64,20161223,94.2,1
56574,552,793,1,76,20161225,94.5,1
56575,194,7,1,81,20161226,98.5,1
56576,338,26,2,67,20161222,13.5,1
56577,404,619,2,118,20161224,31.2,1
56578,212,741,2,8,20161225,65.9,1
56579,231,129,2,126,20161223,10.0,1
56580,480,361,2,6,20161223,74.9,1
56581,516,579,1,71,20161223,13.8,1
56582,26,406,1,124,20161225,32.8,1
56583,541,922,2,20,20161225,71.6,1
56584,325,897,1,74,20161225,55.4,1
56585,566,534,2,7,20161226,76.7,1
56586,333,963,2,5,20161224,18.2,1
56587,149,135,1,17,20161226,55.8,1
56588,580,583,2,78,20161227,33.7,1
56589,593,292,1,81,20161224,89.5,1
56590,332,61,2,10,20161228,41.0,1
56591,431,420,1,122,20161227,1.2,1
56592,215,621,1,69,20161226,85.9,1
56593,115,363,1,15,20161227,93.9,1
56594,100,813,2,2,20161225,22.6,1
56595,595,208,1,68,20161226,53.2,1
56596,470,442,1,16,20161229,25.2,1
56597,46,601,1,73,20161225,5.8,1
56598,109,628,1,122,20161227,38.2,1
56599,35,739,1,20,20161229,37.4,1
56600,313,735,2,2,20161228,49.2,1
56601,567,747,1,121,20161227,51.3,1
56602,272,609,2,69,20161229,87.7,1
56603,367,374,1,120,20161227,56.6,1
56604,358,392,2,8,20161227,76.8,1
56605,282,247,1,12,20161226,60.8,1
56606,474,467,2,13,20161226,2.5,1
56607,99,7,2,6,20161227,48.2,1
56608,252,961,1,74,20161229,67.3,1
56609,438,500,1,14,20161226,13.3,1
56610,97,458,1,16,20161228,41.1,1
56611,367,7,2,77,20161228,23.8,1
56612,268,728,1,8,20161225,52.3,1
56613,382,280,1,15,20161229,82.4,1
56614,600,510,1,79,20161226,5.0,1
56615,180,570,1,63,20161226,44.2,1
56616,179,295,2,9,20161229,47.9,1
56617,235,490,1,15,20161226,95.1,1
56618,522,648,1,80,20161228,67.0,1
56619,475,694,1,121,20161226,39.0,1
56620,117,363,1,12,20161226,80.3,1
56621,318,251,1,62,20161228,36.6,1
56622,479,498,1,6,20161226,84.7,1
56623,519,840,1,3,20161226,37.6,1
56624,43,487,2,116,20161226,71.3,1
56625,165,257,2,11,20161226,74.4,1
56626,307,35,1,120,20161227,65.7,1
56627,34,434,2,17,20161227,41.2,1
56628,363,151,2,65,20161226,20.8,1
56629,566,620,2,21,20161228,75.3,1
56630,363,317,2,62,20161228,12.0,1
56631,541,379,2,2,20161226,10.2,1
56632,487,142,1,10,20161229,61.0,1
56633,315,845,1,79,20161226,28.1,1
56634,266,468,1,19,20161230,29.3,1
56635,344,298,1,72,20161228,82.4,1
56636,93,886,1,116,20161229,4.5,1
56637,420,893,2,79,20161230,91.8,1
56638,249,796,1,69,20161230,41.0,1
56639,587,130,1,8,20161228,64.6,1
56640,559,640,2,13,20161228,68.3,1
56641,109,247,2,66,20161229,43.5,1
56642,382,746,2,7,20161231,17.4,1
56643,10,739,2,75,20161230,64.4,1
56644,211,373,1,119,20161229,30.1,1
56645,260,559,1,19,20161229,46.1,1
56646,124,98,1,76,20161230,27.6,1
56647,205,252,1,124,20161228,83.0,1
56648,359,577,1,65,20161231,42.6,1
56649,495,149,2,62,20161229,58.2,1
56650,53,798,2,12,20161228,95.6,1
56651,521,288,2,71,20161229,11.4,1
56652,409,604,2,19,20161227,62.2,1
56653,276,408,2,63,20161229,54.4,1
56654,431,496,2,123,20161228,17.3,1
56655,205,185,1,12,20170101,77.2,1
56656,507,275,2,11,20161230,66.8,1
56657,202,843,1,14,20170101,30.6,1
56658,514,45,2,62,20170101,7.0,1
56659,73,564,2,122,20170101,66.7,1
56660,238,160,2,76,20161230,12.8,1
56661,294,578,1,1,20161229,42.7,1
56662,346,292,2,79,20161229,77.0,1
56663,357,506,1,74,20161231,13.7,1
56664,179,444,2,15,20161228,21.6,1
56665,35,587,1,62,20170101,80.9,1
56666,517,494,2,5,20161230,44.3,1
56667,122,788,1,19,20161230,32.6,1
56668,474,561,1,119,20161231,79.4,1
56669,217,589,2,121,20161230,28.4,1
56670,557,706,2,19,20161229,17.2,1
56671,377,284,1,9,20170102,30.7,1
56672,324,878,2,17,20161230,31.9,1
56673,352,145,2,62,20161231,45.6,1
56674,247,313,1,14,20170102,57.0,1
56675,31,1,2,8,20161231,25.4,1
56676,470,785,1,6,20170101,33.7,1
56677,450,563,1,15,20161231,75.6,1
56678,167,492,1,62,20161229,1.7,1
56679,225,187,2,10,20161231,94.0,1
56680,11,959,1,15,20170101,9.9,1
56681,482,647,2,71,20161230,51.1,1
56682,158,985,2,72,20170102,74.1,1
56683,44,55,1,12,20170102,56.1,1
56684,440,111,2,125,20170103,56.9,1
56685,327,553,2,69,20170102,61.3,1
56686,280,109,1,122,20161231,3.0,1
56687,475,26,2,7,20170103,62.5,1
56688,69,930,1,79,20161231,77.8,1
56689,183,270,1,70,20170101,41.2,1
56690,365,465,2,125,20161231,90.5,1
56691,130,797,1,15,20170102,19.7,1
56692,437,856,1,74,20161230,28.3,1
56693,111,550,1,16,20161231,48.8,1
56694,144,86,1,120,20170101,59.4,1
56695,234,159,2,20,20161231,51.5,1
56696,433,335,1,74,20170102,40.0,1
56697,215,905,1,122,20170102,11.9,1
56698,558,833,2,123,20170104,77.0,1
56699,504,153,1,16,20170103,44.0,1
56700,204,486,2,62,20170104,12.5,1
56701,551,218,2,4,20170102,63.3,1
56702,22,645,2,19,20170103,31.0,1
56703,488,159,2,79,20161231,60.8,1
56704,586,571,2,6,20170102,1.7,1
56705,458,8,2,1,20161231,73.3,1
56706,379,595,1,3,20161231,94.7,1
56707,253,164,2,3,20170102,99.3,1
56708,462,503,1,123,20170102,7.9,1
56709,1,288,1,78,20170102,86.9,1
56710,490,265,1,120,20170102,64.0,1
56711,152,338,2,20,20170105,40.6,1
56712,349,661,1,8,20170105,96.7,1
56713,172,18,2,63,20170104,95.7,1
56714,231,654,1,71,20170104,10.0,1
56715,6,735,2,79,20170104,38.1,1
56716,334,191,2,117,20170103,2.5,1
56717,583,154,1,119,20170102,48.5,1
56718,73,640,2,70,20170104,39.9,1
56719,357,179,1,125,20170104,43.1,1
56720,515,941,1,6,20170103,86.7,1
56721,86,787,1,11,20170103,67.7,1
56722,41,559,1,1,20170101,10.6,1
56723,80,795,1,122,20170101,44.8,1
56724,339,635,2,63,20170101,20.4,1
56725,36,618,2,122,20170104,95.6,1
56726,231,236,2,113,20170101,21.8,1
56727,290,611,2,75,20170105,65.9,1
56728,375,516,2,74,20170105,10.1,1
56729,100,985,1,68,20170105,49.2,1
56730,48,18,1,64,20170103,36.7,1
56731,409,96,1,6,20170104,5.7,1
56732,438,493,2,67,20170105,36.8,1
56733,373,395,1,79,20170103,33.5,1
56734,103,968,1,63,20170102,42.2,1
56735,305,158,2,21,20170101,85.7,1
56736,180,851,2,115,20170105,44.6,1
56737,113,890,1,78,20170103,89.7,1
56738,42,439,2,72,20170101,77.3,1
56739,589,120,1,122,20170104,19.4,1
56740,137,21,2,123,20170103,71.4,1
56741,25,301,1,9,20170105,65.7,1
56742,346,914,2,7,20170104,6.6,1
56743,581,1,1,13,20170102,6.9,1
56744,27,476,2,122,20170102,22.8,1
56745,343,676,1,15,20170103,51.4,1
56746,390,603,1,6,20170101,73.3,1
56747,322,579,2,74,20170101,86.6,1
56748,358,78,2,78,20170105,39.6,1
56749,368,167,1,122,20170103,8.9,1
56750,430,86,2,8,20170105,7.4,1
56751,146,960,2,21,20170104,58.6,1
56752,240,892,1,118,20170103,79.1,1
56753,482,788,1,20,20170105,84.9,1
56754,283,828,2,12,20170106,6.1,1
56755,582,606,1,7,20170103,28.1,1
56756,18,154,1,16,20170102,33.7,1
56757,597,167,1,65,20170104,94.9,1
56758,2,190,2,65,20170102,72.1,1
56759,11,113,2,6,20170106,85.1,1
56760,286,969,1,10,20170103,37.0,1
56761,523,778,1,74,20170106,98.2,1
56762,78,218,1,71,20170103,67.3,1
56763,192,17,2,14,20170103,33.3,1
56764,74,514,1,21,20170103,99.6,1
56765,209,983,1,74,20170102,63.7,1
56766,56,634,2,10,20170106,16.4,1
56767,324,311,2,16,20170104,47.3,1
56768,20,787,1,17,20170104,30.0,1
56769,405,861,1,68,20170102,7.9,1
56770,146,215,1,17,20170102,85.1,1
56771,46,113,2,123,20170105,29.5,1
56772,324,989,2,2,20170106,85.1,1
56773,589,180,2,1,20170102,31.8,1
56774,61,730,2,62,20170105,21.4,1
56775,27,634,2,2,20170103,68.4,1
56776,552,434,2,115,20170104,62.6,1
56777,487,88,2,74,20170103,94.3,1
56778,63,771,2,8,20170106,61.0,1
56779,362,686,1,72,20170105,16.5,1
56780,282,795,1,17,20170105,58.0,1
56781,507,222,1,66,20170104,84.5,1
56782,60,428,1,7,20170104,12.6,1
56783,230,473,2,120,20170104,60.1,1
56784,575,302,2,1,20170105,90.6,1
56785,411,846,1,74,20170103,72.6,1
56786,508,172,2,79,20170104,34.8,1
56787,147,596,1,21,20170103,45.7,1
56788,209,339,2,1,20170103,39.0,1
56789,430,54,1,62,20170107,45.5,1
56790,92,562,1,12,20170103,50.5,1
56791,26,859,1,125,20170107,78.6,1
56792,26,447,2,66,20170106,49.2,1
56793,300,463,2,62,20170107,65.1,1
56794,346,731,2,4,20170108,96.1,1
56795,174,927,1,126,20170104,43.9,1
56796,494,54,1,2,20170104,53.2,1
56797,298,91,2,71,20170107,39.6,1
56798,335,550,1,10,20170104,51.4,1
56799,211,261,1,126,20170104,15.6,1
56800,17,813,2,62,20170107,39.5,1
56801,299,707,2,78,20170106,34.5,1
56802,45,961,2,6,20170104,46.0,1
56803,304,101,2,19,20170104,39.1,1
56804,260,921,2,119,20170106,13.0,1
56805,311,991,2,78,20170106,29.6,1
56806,16,926,2,126,20170105,92.8,1
56807,577,444,1,117,20170106,60.0,1
56808,263,154,1,20,20170109,92.5,1
56809,261,651,1,1,20170107,92.1,1
56810,442,826,2,10,20170109,80.7,1
56811,304,462,2,11,20170108,55.2,1
56812,271,77,1,66,20170105,39.1,1
56813,148,794,1,78,20170108,84.7,1
56814,360,56,1,14,20170107,13.5,1
56815,107,524,2,63,20170110,18.3,1
56816,440,270,2,79,20170108,66.9,1
56817,402,812,2,7,20170108,22.8,1
56818,577,619,1,2,20170109,63.5,1
56819,576,53,1,19,20170109,56.2,1
56820,189,317,2,69,20170110,69.4,1
56821,480,850,2,6,20170110,60.5,1
56822,278,321,1,73,20170111,66.0,1
56823,562,173,2,70,20170110,44.1,1
56824,125,782,2,72,20170107,71.4,1
56825,178,912,1,6,20170111,98.4,1
56826,498,489,2,122,20170110,71.4,1
56827,444,72,1,64,20170111,87.8,1
56828,598,636,1,20,20170110,54.2,1
56829,425,853,1,69,20170109,37.4,1
56830,524,745,2,117,20170108,76.4,1
56831,87,574,2,121,20170109,47.3,1
56832,23,370,2,7,20170108,69.2,1
56833,270,831,1,119,20170108,98.6,1
56834,457,730,1,12,20170112,24.9,1
56835,8,363,2,73,20170108,77.8,1
56836,53,857,1,72,20170110,96.9,1
56837,123,411,1,118,20170108,53.7,1
56838,457,189,2,76,20170112,26.3,1
56839,491,59,1,9,20170108,53.5,1
56840,569,502,2,114,20170112,77.8,1
56841,362,973,2,21,20170110,57.6,1
56842,24,708,2,78,20170109,50.5,1
56843,367,212,2,63,20170108,83.1,1
56844,369,924,1,114,20170108,4.8,1
56845,148,776,2,80,20170109,19.1,1
56846,206,749,2,20,20170112,22.4,1
56847,357,212,2,119,20170111,94.6,1
56848,531,168,1,75,20170111,3.8,1
56849,450,574,2,2,20170111,99.8,1
56850,523,250,2,5,20170111,23.4,1
56851,72,231,2,3,20170111,16.3,1
56852,332,123,2,17,20170109,24.7,1
56853,189,771,1,15,20170110,68.9,1
56854,474,647,1,75,20170110,96.3,1
